hoja_origen,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
A.P.U. EDIFICACIONES,40110,Concreto 3500 PSI en obra,SB,M3,1,0.05,474245.94,497958.237,472951.815,496599.40575000003,485446.815,509719.15575000003,459564.315,482542.53075000003,480984.315,505033.53075000003,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.4,0,82600,33040,82600,33040,82600,33040,82600,33040,82600,33040,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,31,0.05,365,11880.75,365,11880.75,365,11880.75,365,11880.75,365,11880.75,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.82,0,128306.41904443334,233517.68266086868,146269.317710654,266210.1582333903,144986.25352020966,263874.9814067816,144986.25352020966,263874.9814067816,128306.41904443334,233517.68266086868,,,,
A.P.U. EDIFICACIONES,061043,Pedestales 3000 PSI,,M3,,,,749157.7376608687,,780731.1757333903,,789200.4989067815,,766819.7489067815,,754984.4501608687,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.4,0,82600,33040,82600,33040,82600,33040,82600,33040,82600,33040,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,31,0.05,365,11880.75,365,11880.75,365,11880.75,365,11880.75,365,11880.75,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.82,0,128306.41904443334,233517.68266086868,146269.317710654,266210.1582333903,144986.25352020966,263874.9814067816,144986.25352020966,263874.9814067816,128306.41904443334,233517.68266086868,,,,
A.P.U. EDIFICACIONES,061045,Pedestales concreto-pre 3000 PSI,,M3,,,,818924.5137093161,,846946.6356286204,,844945.0554915272,,844945.0554915272,,818924.5137093161,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,12,0,365,4380,365,4380,365,4380,365,4380,365,4380,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.56,0,128306.41904443334,200158.013709316,146269.317710654,228180.13562862025,144986.25352020966,226178.55549152708,144986.25352020966,226178.55549152708,128306.41904443334,200158.013709316,,,,
A.P.U. EDIFICACIONES,061047,Pedestales concreto-pre 3500 PSI,,M3,,,,861014.8137093161,,889036.9356286203,,887035.3554915271,,887035.3554915271,,861014.8137093161,,,,
A.P.U. EDIFICACIONES,00106,Concreto premezclado 3500,MT,M3,1,0.05,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,12,0,365,4380,365,4380,365,4380,365,4380,365,4380,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.56,0,128306.41904443334,200158.013709316,146269.317710654,228180.13562862025,144986.25352020966,226178.55549152708,144986.25352020966,226178.55549152708,128306.41904443334,200158.013709316,,,,
A.P.U. EDIFICACIONES,,,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,061500,ESCALERAS:,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,061501,Escaleras concreto 3000 PSI,,M3,,,,1951261.263062107,,2136956.3716908013,,2134417.004110181,,2112036.254110181,,1957087.9755621068,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,2,0.05,5100,10710,5100,10710,5100,10710,5100,10710,5100,10710,,,,
A.P.U. EDIFICACIONES,02334,Madera de Abarco 2x1x15,MT,UN,2,0.05,13050,27405,13050,27405,13050,27405,13050,27405,13050,27405,,,,
A.P.U. EDIFICACIONES,02336,Abarco 2x4x15,MT,UN,2,0.05,24360,51156,24360,51156,24360,51156,24360,51156,24360,51156,,,,
A.P.U. EDIFICACIONES,02520,Tabla cativo 3/4x15,MT,UN,2,0.05,11500,24150,11500,24150,11500,24150,11500,24150,11500,24150,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,12,0,365,4380,365,4380,365,4380,365,4380,365,4380,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.6000000000000001,0,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,10.4,0,128306.41904443334,1334386.7580621068,146269.317710654,1521200.9041908015,144986.25352020966,1507857.0366101805,144986.25352020966,1507857.0366101805,128306.41904443334,1334386.7580621068,,,,
A.P.U. EDIFICACIONES,061503,Escaleras concreto 3500 PSI,,M3,,,,1999705.9950621068,,2185161.3099408015,,2184937.1923601804,,2157760.5673601804,,2006781.288812107,,,,
A.P.U. EDIFICACIONES,40110,Concreto 3500 PSI en obra,SB,M3,1,0.05,474245.94,497958.237,472951.815,496599.40575000003,485446.815,509719.15575000003,459564.315,482542.53075000003,480984.315,505033.53075000003,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,2,0.05,5100,10710,5100,10710,5100,10710,5100,10710,5100,10710,,,,
A.P.U. EDIFICACIONES,02334,Madera de Abarco 2x1x15,MT,UN,2,0.05,13050,27405,13050,27405,13050,27405,13050,27405,13050,27405,,,,
A.P.U. EDIFICACIONES,02336,Abarco 2x4x15,MT,UN,2,0.05,24360,51156,24360,51156,24360,51156,24360,51156,24360,51156,,,,
A.P.U. EDIFICACIONES,02520,Tabla cativo 3/4x15,MT,UN,2,0.05,11500,24150,11500,24150,11500,24150,11500,24150,11500,24150,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,12,0,365,4380,365,4380,365,4380,365,4380,365,4380,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.6000000000000001,0,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,10.4,0,128306.41904443334,1334386.7580621068,146269.317710654,1521200.9041908015,144986.25352020966,1507857.0366101805,144986.25352020966,1507857.0366101805,128306.41904443334,1334386.7580621068,,,,
A.P.U. EDIFICACIONES,061505,Escaleras conc-pre 3000 PSI,,M3,,,,1878570.1133043435,,2042032.4911669516,,2030356.607033908,,2030356.607033908,,1878570.1133043435,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,2,0.05,5100,10710,5100,10710,5100,10710,5100,10710,5100,10710,,,,
A.P.U. EDIFICACIONES,02334,Madera de Abarco 2x1x15,MT,UN,2,0.05,13050,27405,13050,27405,13050,27405,13050,27405,13050,27405,,,,
A.P.U. EDIFICACIONES,02336,Abarco 2x4x15,MT,UN,2,0.05,24360,51156,24360,51156,24360,51156,24360,51156,24360,51156,,,,
A.P.U. EDIFICACIONES,02520,Tabla cativo 3/4x15,MT,UN,2,0.05,11500,24150,11500,24150,11500,24150,11500,24150,11500,24150,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,12,0,365,4380,365,4380,365,4380,365,4380,365,4380,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,9.1,0,128306.41904443334,1167588.4133043434,146269.317710654,1331050.7911669514,144986.25352020966,1319374.907033908,144986.25352020966,1319374.907033908,128306.41904443334,1167588.4133043434,,,,
A.P.U. EDIFICACIONES,061507,Escaleras conc-pre 3500 PSI,,M3,,,,1920660.4133043434,,2084122.7911669514,,2072446.907033908,,2072446.907033908,,1920660.4133043434,,,,
A.P.U. EDIFICACIONES,00106,Concreto premezclado 3500,MT,M3,1,0.05,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,2,0.05,5100,10710,5100,10710,5100,10710,5100,10710,5100,10710,,,,
A.P.U. EDIFICACIONES,02334,Madera de Abarco 2x1x15,MT,UN,2,0.05,13050,27405,13050,27405,13050,27405,13050,27405,13050,27405,,,,
A.P.U. EDIFICACIONES,02336,Abarco 2x4x15,MT,UN,2,0.05,24360,51156,24360,51156,24360,51156,24360,51156,24360,51156,,,,
A.P.U. EDIFICACIONES,02520,Tabla cativo 3/4x15,MT,UN,2,0.05,11500,24150,11500,24150,11500,24150,11500,24150,11500,24150,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,12,0,365,4380,365,4380,365,4380,365,4380,365,4380,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,9.1,0,128306.41904443334,1167588.4133043434,146269.317710654,1331050.7911669514,144986.25352020966,1319374.907033908,144986.25352020966,1319374.907033908,128306.41904443334,1167588.4133043434,,,,
A.P.U. EDIFICACIONES,,,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,062000,MUROS ESTRUCTURALES:,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,062001,"Muro Contencion e=,20 3000 PSI",,M3,,,,2236921.9525776333,,2469320.5977385016,,2463445.2632627254,,2441064.5132627254,,2242748.665077633,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,3,0.05,5100,16065,5100,16065,5100,16065,5100,16065,5100,16065,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70020,Taco metalico 2 a 3.30,MT,DI,14,0,250,3500,250,3500,250,3500,250,3500,250,3500,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,14,0,255,3570,255,3570,255,3570,255,3570,255,3570,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,40,0,365,14600,365,14600,365,14600,365,14600,365,14600,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.6000000000000001,0,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,13,0,128306.41904443334,1667983.4475776334,146269.317710654,1901501.1302385018,144986.25352020966,1884821.2957627256,144986.25352020966,1884821.2957627256,128306.41904443334,1667983.4475776334,,,,
A.P.U. EDIFICACIONES,062003,"Muro Contencion e=,25 3000 PSI",,M3,,,,2247441.9525776333,,2479840.5977385016,,2473965.2632627254,,2451584.5132627254,,2253268.665077633,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0.05,5100,21420,5100,21420,5100,21420,5100,21420,5100,21420,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70020,Taco metalico 2 a 3.30,MT,DI,17,0,250,4250,250,4250,250,4250,250,4250,250,4250,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,50,0,365,18250,365,18250,365,18250,365,18250,365,18250,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.6000000000000001,0,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,82600,49560.00000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,13,0,128306.41904443334,1667983.4475776334,146269.317710654,1901501.1302385018,144986.25352020966,1884821.2957627256,144986.25352020966,1884821.2957627256,128306.41904443334,1667983.4475776334,,,,
A.P.U. EDIFICACIONES,062005,"Muro Contencion e=,25 3000 Pre",,M3,,,,2174750.80281987,,2384916.717214652,,2369904.866186453,,2369904.866186453,,2174750.80281987,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0.05,5100,21420,5100,21420,5100,21420,5100,21420,5100,21420,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70020,Taco metalico 2 a 3.30,MT,DI,17,0,250,4250,250,4250,250,4250,250,4250,250,4250,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,50,0,365,18250,365,18250,365,18250,365,18250,365,18250,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,11.7,0,128306.41904443334,1501185.10281987,146269.317710654,1711351.0172146517,144986.25352020966,1696339.1661864528,144986.25352020966,1696339.1661864528,128306.41904443334,1501185.10281987,,,,
A.P.U. EDIFICACIONES,062011,"Muro Contencion e=,25 3500 Pre",,M3,,,,2216841.10281987,,2427007.0172146517,,2411995.166186453,,2411995.166186453,,2216841.10281987,,,,
A.P.U. EDIFICACIONES,00106,Concreto premezclado 3500,MT,M3,1,0.05,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0.05,5100,21420,5100,21420,5100,21420,5100,21420,5100,21420,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70020,Taco metalico 2 a 3.30,MT,DI,17,0,250,4250,250,4250,250,4250,250,4250,250,4250,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,50,0,365,18250,365,18250,365,18250,365,18250,365,18250,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,11.7,0,128306.41904443334,1501185.10281987,146269.317710654,1711351.0172146517,144986.25352020966,1696339.1661864528,144986.25352020966,1696339.1661864528,128306.41904443334,1501185.10281987,,,,
A.P.U. EDIFICACIONES,062021,"Muro Contencion bloque e=,20",,M2,,,,237356.82914871065,,255858.55069908017,,256259.13144101805,,252665.27019101806,,238292.47233621066,,,,
A.P.U. EDIFICACIONES,01655,Bloque cemento 20x20x40,MT,UN,10.82,0.05,2840,32265.24,2840,32265.24,2840,32265.24,2840,32265.24,2840,32265.24,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.13,0.05,428108.1,58436.75565,427042.35,58291.280775,437332.35,59695.865775,416017.35,56786.368275,433657.35,59194.228275,,,,
A.P.U. EDIFICACIONES,40306,Mortero 1:4 en obra,SB,M3,0.031,0,426327.6675,13216.157692499999,425223.855,13181.939504999998,435881.355,13512.322005,413805.105,12827.958255,432075.105,13394.328254999999,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.04,0,128306.41904443334,133438.67580621067,146269.317710654,152120.09041908017,144986.25352020966,150785.70366101805,144986.25352020966,150785.70366101805,128306.41904443334,133438.67580621067,,,,
A.P.U. EDIFICACIONES,062023,"Muro Contencion bloque e=,15",,M2,,,,193454.22164793435,,209671.00125919515,,209753.3538458908,,207164.1903458908,,194128.29697293433,,,,
A.P.U. EDIFICACIONES,01653,Bloque cemento 15x20x40,MT,UN,10.82,0.05,2208,25085.088000000003,2208,25085.088000000003,2208,25085.088000000003,2208,25085.088000000003,2208,25085.088000000003,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.093,0.05,428108.1,41804.755965000004,427042.35,41700.6854775,437332.35,42705.503977500004,416017.35,40624.0942275,433657.35,42346.6402275,,,,
A.P.U. EDIFICACIONES,40306,Mortero 1:4 en obra,SB,M3,0.023,0,426327.6675,9805.5363525,425223.855,9780.148664999999,435881.355,10025.271165,413805.105,9517.517415,432075.105,9937.727415,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,0.91,0,128306.41904443334,116758.84133043434,146269.317710654,133105.07911669515,144986.25352020966,131937.4907033908,144986.25352020966,131937.4907033908,128306.41904443334,116758.84133043434,,,,
A.P.U. EDIFICACIONES,,,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,062500,TANQUES:,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,062501,Concreto placa fondo tanque,,M3,,,,776351.022136645,,810259.6370357753,,818562.1618644089,,796181.4118644088,,782177.7346366451,,,,
A.P.U. EDIFICACIONES,70025,Guarderas madera viga,MT,DI,10,0,321,3210,321,3210,321,3210,321,3210,321,3210,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.5,0,82600,41300,82600,41300,82600,41300,82600,41300,82600,41300,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.9500000000000002,0,128306.41904443334,250197.51713664504,146269.317710654,285225.1695357753,144986.25352020966,282723.19436440885,144986.25352020966,282723.19436440885,128306.41904443334,250197.51713664504,,,,
A.P.U. EDIFICACIONES,062503,Concreto placa tapa tanque,,M3,,,,1889664.263062107,,2075359.3716908016,,2072820.0041101805,,2050439.2541101805,,1895490.9755621068,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,30,0,1077.8,32334,1077.8,32334,1077.8,32334,1077.8,32334,1077.8,32334,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.5,0,82600,41300,82600,41300,82600,41300,82600,41300,82600,41300,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,10.4,0,128306.41904443334,1334386.7580621068,146269.317710654,1521200.9041908015,144986.25352020966,1507857.0366101805,144986.25352020966,1507857.0366101805,128306.41904443334,1334386.7580621068,,,,
A.P.U. EDIFICACIONES,062505,Concreto muro tanque,,M3,,,,1961144.200562107,,2146839.3091908013,,2144299.941610181,,2121919.191610181,,1966970.9130621068,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0,5100,20400,5100,20400,5100,20400,5100,20400,5100,20400,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,02367,Plastocrete 169 HE,MT,KG,1.75,0.05,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,80,0,365,29200,365,29200,365,29200,365,29200,365,29200,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.5,0,82600,41300,82600,41300,82600,41300,82600,41300,82600,41300,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,10.4,0,128306.41904443334,1334386.7580621068,146269.317710654,1521200.9041908015,144986.25352020966,1507857.0366101805,144986.25352020966,1507857.0366101805,128306.41904443334,1334386.7580621068,,,,
A.P.U. EDIFICACIONES,062506,Concreto tanque elevado,,M3,,,,2673337.57959316,,2952439.761286202,,2943228.459915271,,2920847.709915271,,2679164.29209316,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0,5100,20400,5100,20400,5100,20400,5100,20400,5100,20400,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,02367,Plastocrete 169 HE,MT,KG,1.75,0.05,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,80,0,365,29200,365,29200,365,29200,365,29200,365,29200,,,,
A.P.U. EDIFICACIONES,70020,Taco metalico 2 a 3.30,MT,DI,120,0,250,30000,250,30000,250,30000,250,30000,250,30000,,,,
A.P.U. EDIFICACIONES,70027,Diagonal larga/corta,MT,UN,120,0,125,15000,125,15000,125,15000,125,15000,125,15000,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.5,0,82600,41300,82600,41300,82600,41300,82600,41300,82600,41300,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,15.6,0,128306.41904443334,2001580.13709316,146269.317710654,2281801.356286202,144986.25352020966,2261785.554915271,144986.25352020966,2261785.554915271,128306.41904443334,2001580.13709316,,,,
A.P.U. EDIFICACIONES,062507,Concreto- pre placa fondo tanque,,M3,,,,845358.5481850924,,875715.8469310054,,873547.4684491544,,873547.4684491544,,845358.5481850924,,,,
A.P.U. EDIFICACIONES,70025,Guarderas madera viga,MT,DI,10,0,321,3210,321,3210,321,3210,321,3210,321,3210,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.69,0,128306.41904443334,216837.84818509233,146269.317710654,247195.14693100523,144986.25352020966,245026.76844915433,144986.25352020966,245026.76844915433,128306.41904443334,216837.84818509233,,,,
A.P.U. EDIFICACIONES,062509,Concreto-pre  placa tapa tanque,,M3,,,,1825233.1133043435,,1988695.4911669516,,1977019.607033908,,1977019.607033908,,1825233.1133043435,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,30,0,1077.8,32334,1077.8,32334,1077.8,32334,1077.8,32334,1077.8,32334,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,9.1,0,128306.41904443334,1167588.4133043434,146269.317710654,1331050.7911669514,144986.25352020966,1319374.907033908,144986.25352020966,1319374.907033908,128306.41904443334,1167588.4133043434,,,,
