hoja_origen,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
A.P.U. EDIFICACIONES,062511,Concreto-pre  muro tanque 3000,,M3,,,,1896713.0508043435,,2060175.4286669516,,2048499.544533908,,2048499.544533908,,1896713.0508043435,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0,5100,20400,5100,20400,5100,20400,5100,20400,5100,20400,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,02367,Plastocrete 169 HE,MT,KG,1.75,0.05,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,80,0,365,29200,365,29200,365,29200,365,29200,365,29200,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,9.1,0,128306.41904443334,1167588.4133043434,146269.317710654,1331050.7911669514,144986.25352020966,1319374.907033908,144986.25352020966,1319374.907033908,128306.41904443334,1167588.4133043434,,,,
A.P.U. EDIFICACIONES,062535,Concreto-pre  tanque elevado 3500,,M3,,,,2484198.3850776334,,2717716.067738502,,2701036.2332627256,,2701036.2332627256,,2484198.3850776334,,,,
A.P.U. EDIFICACIONES,01063,Puntilla 2 1/2 - 3 1/2,MT,LB,4,0,5100,20400,5100,20400,5100,20400,5100,20400,5100,20400,,,,
A.P.U. EDIFICACIONES,00106,Concreto premezclado 3500,MT,M3,1,0.05,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,551470,579043.5,,,,
A.P.U. EDIFICACIONES,02367,Plastocrete 169 HE,MT,KG,1.75,0.05,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,27145,49878.9375,,,,
A.P.U. EDIFICACIONES,70023,Viga o cercha metálica,MT,UN,17,0,255,4335,255,4335,255,4335,255,4335,255,4335,,,,
A.P.U. EDIFICACIONES,70024,Chaza de madera,MT,UN,80,0,365,29200,365,29200,365,29200,365,29200,365,29200,,,,
A.P.U. EDIFICACIONES,70020,Taco metalico 2 a 3.30,MT,DI,120,0,250,30000,250,30000,250,30000,250,30000,250,30000,,,,
A.P.U. EDIFICACIONES,70027,Diagonal larga/corta,MT,UN,120,0,125,15000,125,15000,125,15000,125,15000,125,15000,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.5,0,64260,32130,64260,32130,64260,32130,64260,32130,64260,32130,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,13,0,128306.41904443334,1667983.4475776334,146269.317710654,1901501.1302385018,144986.25352020966,1884821.2957627256,144986.25352020966,1884821.2957627256,128306.41904443334,1667983.4475776334,,,,
A.P.U. EDIFICACIONES,,,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,063000,LOSAS:,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,063001,"Placa Maciza e=,10 con 3000 PSI",,M2,,,,326001.86763664504,,360917.6162857753,,359496.09111440886,,357258.01611440885,,326584.53888664505,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.1,0.05,428108.1,44951.3505,427042.35,44839.44675,437332.35,45919.89675,416017.35,43681.82175,433657.35,45534.02175,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.1,0,82600,8260,82600,8260,82600,8260,82600,8260,82600,8260,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.9500000000000002,0,128306.41904443334,250197.51713664504,146269.317710654,285225.1695357753,144986.25352020966,282723.19436440885,144986.25352020966,282723.19436440885,128306.41904443334,250197.51713664504,,,,
A.P.U. EDIFICACIONES,063003,"Placa Maciza e=,15 con 3000 PSI",,M2,,,,381837.21183819766,,421367.36226554535,,420152.46540466335,,416795.35290466336,,382711.2187131977,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.15,0.05,428108.1,67427.02575,427042.35,67259.17012499999,437332.35,68879.84512499999,416017.35,65522.732625,433657.35,68301.03262499999,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.1,0,82600,8260,82600,8260,82600,8260,82600,8260,82600,8260,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.21,0,128306.41904443334,283557.1860881977,146269.317710654,323255.19214054535,144986.25352020966,320419.62027966336,144986.25352020966,320419.62027966336,128306.41904443334,283557.1860881977,,,,
A.P.U. EDIFICACIONES,063021,"Losa Aligerada e=,30 con 3000 PSI",,M2,,,,436353.37668819766,,475917.09824054537,,474378.06637966336,,471692.37637966336,,437052.58218819764,,,,
A.P.U. EDIFICACIONES,01637,Bloque entrepiso 60x25x20,MT,UN,7.22,0.05,8970,68001.56999999999,8970,68001.56999999999,8970,68001.56999999999,8970,68001.56999999999,8970,68001.56999999999,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.12,0.05,428108.1,53941.620599999995,427042.35,53807.3361,437332.35,55103.8761,416017.35,52418.1861,433657.35,54640.8261,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.1,0,82600,8260,82600,8260,82600,8260,82600,8260,82600,8260,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.21,0,128306.41904443334,283557.1860881977,146269.317710654,323255.19214054535,144986.25352020966,320419.62027966336,144986.25352020966,320419.62027966336,128306.41904443334,283557.1860881977,,,,
A.P.U. EDIFICACIONES,063023,"Losa Aligerada e=,35 con 3000 PSI",,M2,,,,462149.061263974,,504025.5788929303,,502535.8386872906,,499402.5336872906,,462964.801013974,,,,
A.P.U. EDIFICACIONES,01643,Bloque entrepiso 70x30x20,MT,UN,6.2,0.05,10465,68127.15000000001,10465,68127.15000000001,10465,68127.15000000001,10465,68127.15000000001,10465,68127.15000000001,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.14,0.05,428108.1,62931.89070000001,427042.35,62775.225450000005,437332.35,64287.85545,416017.35,61154.55045000001,433657.35,63747.630450000004,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.1,0,82600,8260,82600,8260,82600,8260,82600,8260,82600,8260,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.34,0,128306.41904443334,300237.020563974,146269.317710654,342270.2034429303,144986.25352020966,339267.8332372906,144986.25352020966,339267.8332372906,128306.41904443334,300237.020563974,,,,
A.P.U. EDIFICACIONES,063025,"Losa Aligerada e=,40 con 3000 PSI",,M2,,,,485621.51583975035,,529810.8295453154,,528370.3809949178,,524789.4609949179,,486553.78983975033,,,,
A.P.U. EDIFICACIONES,01649,Bloque entrepiso 80x35x20,MT,UN,5.2,0.05,12075,65929.5,12075,65929.5,12075,65929.5,12075,65929.5,12075,65929.5,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,0.16,0.05,428108.1,71922.16080000001,427042.35,71743.1148,437332.35,73471.8348,416017.35,69890.9148,433657.35,72854.43479999999,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.1,0,82600,8260,82600,8260,82600,8260,82600,8260,82600,8260,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.47,0,128306.41904443334,316916.85503975034,146269.317710654,361285.2147453154,144986.25352020966,358116.0461949179,144986.25352020966,358116.0461949179,128306.41904443334,316916.85503975034,,,,
A.P.U. EDIFICACIONES,063031,"Losa Aligerada e=,30 con 3000 pre",,M2,,,,428332.30561242136,,465695.13483816036,,463026.36132203613,,463026.36132203613,,428332.30561242136,,,,
A.P.U. EDIFICACIONES,01637,Bloque entrepiso 60x25x20,MT,UN,7.22,0.05,8970,68001.56999999999,8970,68001.56999999999,8970,68001.56999999999,8970,68001.56999999999,8970,68001.56999999999,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,0.12,0.05,511384,64434.384,511384,64434.384,511384,64434.384,511384,64434.384,511384,64434.384,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,0.12,0,53550,6426,53550,6426,53550,6426,53550,6426,53550,6426,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.08,0,128306.41904443334,266877.35161242133,146269.317710654,304240.18083816033,144986.25352020966,301571.4073220361,144986.25352020966,301571.4073220361,128306.41904443334,266877.35161242133,,,,
A.P.U. EDIFICACIONES,063033,"Losa Aligerada e=,35 con 3000 Pre",,M2,,,,456947.78408819775,,496645.79014054534,,493810.21827966336,,493810.21827966336,,456947.78408819775,,,,
A.P.U. EDIFICACIONES,01643,Bloque entrepiso 70x30x20,MT,UN,6.2,0.05,10465,68127.15000000001,10465,68127.15000000001,10465,68127.15000000001,10465,68127.15000000001,10465,68127.15000000001,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,0.14,0.05,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,0.14,0,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.21,0,128306.41904443334,283557.1860881977,146269.317710654,323255.19214054535,144986.25352020966,320419.62027966336,144986.25352020966,320419.62027966336,128306.41904443334,283557.1860881977,,,,
A.P.U. EDIFICACIONES,063035,"Losa Aligerada e=,40 con 3000 Pre",,M2,,,,471429.968563974,,513463.15144293034,,510460.78123729065,,510460.78123729065,,471429.968563974,,,,
A.P.U. EDIFICACIONES,01649,Bloque entrepiso 80x35x20,MT,UN,5.2,0.05,12075,65929.5,12075,65929.5,12075,65929.5,12075,65929.5,12075,65929.5,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,0.14,0.05,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,0.14,0,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.34,0,128306.41904443334,300237.020563974,146269.317710654,342270.2034429303,144986.25352020966,339267.8332372906,144986.25352020966,339267.8332372906,128306.41904443334,300237.020563974,,,,
A.P.U. EDIFICACIONES,063041,"Losa Alig Icopor e=,30 con 3000 pre",,M2,,,,362611.0666608687,,395303.54223339027,,392968.36540678155,,392968.36540678155,,362611.0666608687,,,,
A.P.U. EDIFICACIONES,01380,Bloque recuperable icopor,MT,M3,0.18,0,198000,35640,198000,35640,198000,35640,198000,35640,198000,35640,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,0.12,0.05,511384,64434.384,511384,64434.384,511384,64434.384,511384,64434.384,511384,64434.384,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,0.12,0,53550,6426,53550,6426,53550,6426,53550,6426,53550,6426,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.82,0,128306.41904443334,233517.68266086868,146269.317710654,266210.1582333903,144986.25352020966,263874.9814067816,144986.25352020966,263874.9814067816,128306.41904443334,233517.68266086868,,,,
A.P.U. EDIFICACIONES,063043,"Losa Alig Icopor e=,35 con 3000 pre",,M2,,,,397040.96513664507,,432068.61753577535,,429566.6423644089,,429566.6423644089,,397040.96513664507,,,,
A.P.U. EDIFICACIONES,01380,Bloque recuperable icopor,MT,M3,0.21,0,198000,41580,198000,41580,198000,41580,198000,41580,198000,41580,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,0.14,0.05,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,511384,75173.44800000002,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,0.14,0,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,53550,7497.000000000001,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,1.9500000000000002,0,128306.41904443334,250197.51713664504,146269.317710654,285225.1695357753,144986.25352020966,282723.19436440885,144986.25352020966,282723.19436440885,128306.41904443334,250197.51713664504,,,,
A.P.U. EDIFICACIONES,063045,"Losa Alig Icopor e=,40 con 3000 pre",,M2,,,,431470.8636124213,,468833.6928381603,,466164.9193220361,,466164.9193220361,,431470.8636124213,,,,
A.P.U. EDIFICACIONES,01380,Bloque recuperable icopor,MT,M3,0.24,0,198000,47520,198000,47520,198000,47520,198000,47520,198000,47520,,,,
A.P.U. EDIFICACIONES,40202,Formaleta de Losa /M2,SB,DIA,15,0,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,1077.8,16167,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,0.16,0.05,511384,85912.512,511384,85912.512,511384,85912.512,511384,85912.512,511384,85912.512,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.1,0,64260,6426,64260,6426,64260,6426,64260,6426,64260,6426,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,0.16,0,53550,8568,53550,8568,53550,8568,53550,8568,53550,8568,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,2.08,0,128306.41904443334,266877.35161242133,146269.317710654,304240.18083816033,144986.25352020966,301571.4073220361,144986.25352020966,301571.4073220361,128306.41904443334,266877.35161242133,,,,
A.P.U. EDIFICACIONES,,,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,063500,COLUMNAS:,,,,,,,,,,,,,,,,,,
A.P.U. EDIFICACIONES,063503,Columnas concreto 3000 PSI,,M3,,,,2150244.3060224,,2321654.023665536,,2320135.041155312,,2297754.291155312,,2156071.0185224004,,,,
A.P.U. EDIFICACIONES,40203,Formaleta Caja Columna,SB,UN,2.5,0,327310.11089343333,818275.2772335834,349618.076418514,874045.191046285,348024.6503095797,870061.6257739492,348024.6503095797,870061.6257739492,327310.11089343333,818275.2772335834,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.33,0,82600,27258,82600,27258,82600,27258,82600,27258,82600,27258,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,6.5,0,128306.41904443334,833991.7237888167,146269.317710654,950750.5651192509,144986.25352020966,942410.6478813628,144986.25352020966,942410.6478813628,128306.41904443334,833991.7237888167,,,,
A.P.U. EDIFICACIONES,063501,Columnas concreto 3500 PSI,,M3,,,,2198689.0380224,,2369858.961915536,,2370655.229405312,,2343478.604405312,,2205764.3317724,,,,
A.P.U. EDIFICACIONES,40203,Formaleta Caja Columna,SB,UN,2.5,0,327310.11089343333,818275.2772335834,349618.076418514,874045.191046285,348024.6503095797,870061.6257739492,348024.6503095797,870061.6257739492,327310.11089343333,818275.2772335834,,,,
A.P.U. EDIFICACIONES,40110,Concreto 3500 PSI en obra,SB,M3,1,0.05,474245.94,497958.237,472951.815,496599.40575000003,485446.815,509719.15575000003,459564.315,482542.53075000003,480984.315,505033.53075000003,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.33,0,82600,27258,82600,27258,82600,27258,82600,27258,82600,27258,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,6.5,0,128306.41904443334,833991.7237888167,146269.317710654,950750.5651192509,144986.25352020966,942410.6478813628,144986.25352020966,942410.6478813628,128306.41904443334,833991.7237888167,,,,
A.P.U. EDIFICACIONES,063507,Columnas concreto  F.M.3000 PSI,,M3,,,,1537169.0287888166,,1652808.832619251,,1655273.415381363,,1632892.665381363,,1542995.7412888168,,,,
A.P.U. EDIFICACIONES,70137,Formaleta metal colu240x040,MT,DI,30,0,6840,205200,6840,205200,6840,205200,6840,205200,6840,205200,,,,
A.P.U. EDIFICACIONES,40107,Concreto 3000 PSI en obra,SB,M3,1,0.05,428108.1,449513.505,427042.35,448394.46749999997,437332.35,459198.96749999997,416017.35,436818.21749999997,433657.35,455340.21749999997,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.33,0,82600,27258,82600,27258,82600,27258,82600,27258,82600,27258,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,6.5,0,128306.41904443334,833991.7237888167,146269.317710654,950750.5651192509,144986.25352020966,942410.6478813628,144986.25352020966,942410.6478813628,128306.41904443334,833991.7237888167,,,,
A.P.U. EDIFICACIONES,063505,Columnas concreto F.M. 3500 PSI,,M3,,,,1585613.7607888167,,1701013.7708692509,,1705793.6036313628,,1678616.9786313628,,1592689.0545388167,,,,
A.P.U. EDIFICACIONES,70137,Formaleta metal colu240x040,MT,DI,30,0,6840,205200,6840,205200,6840,205200,6840,205200,6840,205200,,,,
A.P.U. EDIFICACIONES,40110,Concreto 3500 PSI en obra,SB,M3,1,0.05,474245.94,497958.237,472951.815,496599.40575000003,485446.815,509719.15575000003,459564.315,482542.53075000003,480984.315,505033.53075000003,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,70033,Mezcladora con oper,MT,DI,0.33,0,82600,27258,82600,27258,82600,27258,82600,27258,82600,27258,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,6.5,0,128306.41904443334,833991.7237888167,146269.317710654,950750.5651192509,144986.25352020966,942410.6478813628,144986.25352020966,942410.6478813628,128306.41904443334,833991.7237888167,,,,
A.P.U. EDIFICACIONES,063513,Columnas concreto-pre 3000 PSI,,M3,,,,2184537.392833963,,2345569.892830718,,2334067.571402378,,2334067.571402378,,2184537.392833963,,,,
A.P.U. EDIFICACIONES,40203,Formaleta Caja Columna,SB,UN,2.5,0,327310.11089343333,818275.2772335834,349618.076418514,874045.191046285,348024.6503095797,870061.6257739492,348024.6503095797,870061.6257739492,327310.11089343333,818275.2772335834,,,,
A.P.U. EDIFICACIONES,00104,Concreto premezclado 3000,MT,M3,1,0.05,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,511384,536953.2000000001,,,,
A.P.U. EDIFICACIONES,70034,Vibrador electrico con oper,MT,DI,0.33,0,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,64260,21205.8,,,,
A.P.U. EDIFICACIONES,00120,Servicio de bombeo,MT,M3,1,0.05,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,53550,56227.5,,,,
A.P.U. EDIFICACIONES,60524,Cuadrilla de Fundicion,MN,HH,5.86,0,128306.41904443334,751875.6156003794,146269.317710654,857138.2017844325,144986.25352020966,849619.4456284287,144986.25352020966,849619.4456284287,128306.41904443334,751875.6156003794,,,,
A.P.U. EDIFICACIONES,063511,Columnas concreto-pre 3500 PSI,,M3,,,,2226627.692833963,,2387660.1928307177,,2376157.8714023777,,2376157.8714023777,,2226627.692833963,,,,
